키워드순번,키워드명,등록일시
7735,사업기획,2023-03-30
7736,협력체계,2023-03-30
7737,역량강화,2023-03-30
7738,홍보,2023-03-30
7739,project planning,2023-03-30
7740,cooperation system,2023-03-30
7741,empowerment,2023-03-30
7742,promotion,2023-03-30
7743,regional innovation,2023-03-30
7744,연구회,2023-03-30
7745,지산학연협의체,2023-03-30
7746,이차전지,2023-03-30
7747,자율주행,2023-03-30
7748,강소특구간 연계,2023-03-30
7749,network,2023-03-30
7750,Chungbuk Initiative Network Group,2023-03-30
7751,기술수요,2023-03-30
7752,컨설팅,2023-03-30
7753,애로기술해결,2023-03-30
7754,technology push,2023-03-30
7755,market pull,2023-03-30
7756,consulting,2023-03-30
7757,bottleneck technique solution,2023-03-30
7758,기술공급,2023-03-30
7759,아아템검증,2023-03-30
7760,창업교육,2023-03-30
7761,기술창업,2023-03-30
7762,멘토링,2023-03-30
7763,투자유치,2023-03-30
7764,Item verification,2023-03-30
7765,Start up training,2023-03-30
7766,technology startup,2023-03-30
7767,mentoring,2023-03-30
7768,attract investment,2023-03-30
7769,수요기업,2023-03-30
7770,공급기술,2023-03-30
7771,연구소기업,2023-03-30
7772,사업화기획,2023-03-30
7773,need of company,2023-03-30
7774,supply of technology,2023-03-30
7775,technology transfer,2023-03-30
7776,Research Institute Company,2023-03-30
7777,commercialization planning,2023-03-30
7778,창업아이템 검증,2023-03-30
7779,기술사업화,2023-03-30
7780,항공우주 부품소재,2023-03-30
7781,투자유치,2023-03-30
7782,Startup,2023-03-30
7783,Startup Item Verification,2023-03-30
7784,Technology Commercialization,2023-03-30
7785,Aerospace Parts Material,2023-03-30
7786,Invest Relations,2023-03-30
7787,창업,2023-03-30
7788,혁신네트워크,2023-03-30
7789,특화성장,2023-03-30
7790,스케일업,2023-03-30
7791,기업 커뮤니티,2023-03-30
7792,협력모델,2023-03-30
7793,Innovative Network,2023-03-30
7794,Specialized support,2023-03-30
7795,Scale up,2023-03-30
7796,Corporation,2023-03-30
7797,community,2023-03-30
7798,비즈니스 모델,2023-03-30
7799,기술이전,2023-03-30
7800,기술사업화,2023-03-30
7801,성과 창출,2023-03-30
7802,연구소기업,2023-03-30
7803,지식재산권,2023-03-30
7804,글로벌 진출,2023-03-30
7805,Business Model,2023-03-30
7806,technology transfer,2023-03-30
7807,technology marketing,2023-03-30
7808,performance creation,2023-03-30
7809,Researchbased Spin off Company,2023-03-30
7810,IP,2023-03-30
7811,Global advancement,2023-03-30
7812,연구소기업,2023-03-30
7813,비즈니스모델,2023-03-30
7814,공공기술,2023-03-30
7815,기술사업화,2023-03-30
7816,글로벌,2023-03-30
7817,specialized industry,2023-03-30
7818,Business Model,2023-03-30
7819,intellectual property,2023-03-30
7820,Commercialization,2023-03-30
7821,Global,2023-03-30
7822,연구소기업 기획/설립,2023-03-30
7823,우수기술 BM,2023-03-30
7824,투자 유치,2023-03-30
7825,공공기술이전,2023-03-30
7826,기술사업화,2023-03-30
7827,Research based Spin off Company,2023-03-30
7828,Good Technology Business Model,2023-03-30
7829,Attract investment,2023-03-30
7830,Public technology transfer,2023-03-30
7831,RNBD,2023-03-30
7832,강소특구,2023-03-29
7833,혁신네트워크,2023-03-29
7834,항공우주부품,2023-03-29
7835,항공우주소재,2023-03-29
7836,전주기 지원 환류 체계,2023-03-29
7837,Specialized Growth,2023-03-29
7838,Innovation Network,2023-03-29
7839,Aerospace Parts,2023-03-29
7840,Aerospace Materials,2023-03-29
7841,cycle assisted reflux system,2023-03-29
7842,혁신플랫폼,2023-03-29
7843,시장경쟁력,2023-03-29
7844,글로벌화,2023-03-29
7845,Specialized Corporate Growth Support,2023-03-29
7846,Inno Town Status Survey,2023-03-29
7847,Innovation Platform,2023-03-29
7848,Competitiveness,2023-03-29
7849,Globalization,2023-03-29
7850,특화기업 성장지원,2023-03-29
7851,연구소기업,2023-03-29
7852,기술이전,2023-03-29
7853,기술사업화,2023-03-29
7854,첨단기술기업,2023-03-29
7855,비즈니스모델,2023-03-29
7856,research institute,2023-03-29
7857,Technology Transter,2023-03-29
7858,Technology commercializttion,2023-03-29
7859,high tech company,2023-03-29
7860,Business Medel,2023-03-29
7861,창업 세분화,2023-03-29
7862,사업화 지원,2023-03-29
7863,투자 인프라 강화,2023-03-29
7864,후속지원,2023-03-29
7865,타 특구 연계,2023-03-29
7866,Startup segmentation,2023-03-29
7867,Commercialization support,2023-03-29
7868,Strengthen investment infrastructure,2023-03-29
7869,follow up,2023-03-29
7870,innopolis connecting,2023-03-29
7871,기술이전,2023-03-29
7872,온라인 마케팅,2023-03-29
7873,SB기업,2023-03-29
7874,네트워크,2023-03-29
7875,정부지원사업,2023-03-29
7876,컨설팅,2023-03-29
7877,창업,2023-03-29
7878,commercialization,2023-03-29
7879,technology transfer,2023-03-29
7880,Online marketing,2023-03-29
7881,사업화,2023-03-29
7882,SB Corporation,2023-03-29
7883,Network,2023-03-29
7884,Government funded projects,2023-03-29
7885,Startups,2023-03-29
7886,Consulting,2023-03-29
7887,의생명 의료기기,2023-03-29
7888,특화형 기업지원,2023-03-29
7889,애로사항 해결,2023-03-29
7890,공간 조성,2023-03-29
7891,환류 체계 구축,2023-03-29
7892,Biomedical medical device,2023-03-29
7893,Specialized enterprise support,2023-03-29
7894,solving problem,2023-03-29
7895,Infrastructure creation,2023-03-29
7896,Establishment of feedback system,2023-03-29
7897,지속성장,2023-03-29
7898,역량구축,2023-03-29
7899,DB최적화,2023-03-29
7900,혁신융복합,2023-03-29
7901,기업성장,2023-03-29
7902,Sustainable Growth,2023-03-29
7903,Capability Building,2023-03-29
7904,Date Base Optimization,2023-03-29
7905,Innovation Convergence,2023-03-29
7906,Corporation Scale up,2023-03-29
7907,항공우주부품 소재 분야,2023-03-29
7908,기술이전 사업화,2023-03-29
7909,수요기업 발굴,2023-03-29
7910,연구소기업 설립,2023-03-29
7911,유망기술 발굴,2023-03-29
7912,Aerospace Parts and Materials,2023-03-29
7913,Technology Transfer Commercialization,2023-03-29
7914,Discovery of Demand Companies,2023-03-29
7915,Establishment of Research Institute,2023-03-29
7916,Discovery of Promising Technologies,2023-03-29
7917,네트워크,2023-03-29
7918,의생명,2023-03-29
7919,의료기기,2023-03-29
7920,애로사항 해결,2023-03-29
7921,포럼,2023-03-29
7922,타 특구 연계,2023-03-29
7923,network,2023-03-29
7924,Biomedical,2023-03-29
7925,medical device,2023-03-29
7926,solving problem,2023-03-29
7927,Forum,2023-03-29
7928,innopolis connecting,2023-03-29
7929,기업발굴,2023-03-29
7930,진단및검증,2023-03-29
7931,액셀러레이팅,2023-03-29
7932,코칭,2023-03-29
7933,IR개최및연계,2023-03-29
7934,Sourcing,2023-03-29
7935,Meetup,2023-03-29
7936,Accelerating,2023-03-29
7937,Training,2023-03-29
7938,Elevating,2023-03-29
7939,기술이전,2023-03-29
7940,기술사업화,2023-03-29
7941,ICT 융복합,2023-03-29
7942,부품소재,2023-03-29
7943,강소특구,2023-03-29
7944,Technology transfer,2023-03-29
7945,Technology business,2023-03-29
7946,ICT Multiple,2023-03-29
7947,Materials,2023-03-29
7948,INNOTOWN,2023-03-29
7949,기술사업화,2023-03-29
7950,ICT 융복합,2023-03-29
7951,부품소재,2023-03-29
7952,강소특구,2023-03-29
7953,Technology transfer,2023-03-29
7954,Technology business,2023-03-29
7955,ICT Multiple,2023-03-29
7956,Materials,2023-03-29
7957,INNOTOWN,2023-03-29
7958,기술이전,2023-03-29
7959,기술이전,2023-03-29
7960,BM,2023-03-29
7961,후속 지원 연계,2023-03-29
7962,연구소기업,2023-03-29
7963,차별화 전략,2023-03-29
7964,INNOPOLIS research institute spinoff Company,2023-03-29
7965,Technology transfer,2023-03-29
7966,Business Model,2023-03-29
7967,Follow up support link,2023-03-29
7968,Differentiation strategy,2023-03-29
7969,인큐베이팅,2023-03-29
7970,기업가정신,2023-03-29
7971,혁신,2023-03-29
7972,일자리창출,2023-03-29
7973,Startup,2023-03-29
7974,Incubating,2023-03-29
7975,Entrepreneurship,2023-03-29
7976,Innovation,2023-03-29
7977,스타트업,2023-03-29
7978,Job Creation,2023-03-29
7979,연구소기업,2023-03-29
7980,기술이전,2023-03-29
7981,기술사업화,2023-03-29
7982,사업화 네트워크,2023-03-29
7983,기업 역량강화,2023-03-29
7984,Research based spinoff company,2023-03-29
7985,Technology transfer,2023-03-29
7986,Technology commercialization,2023-03-29
7987,Commercialization Network,2023-03-29
7988,Value up Program,2023-03-29
7989,혁신기술 네트워크,2023-03-28
7990,생태계 조성,2023-03-28
7991,기술사업연구회,2023-03-28
7992,상생협력,2023-03-28
7993,혁신사례,2023-03-28
7994,Innovation Technology Network,2023-03-28
7995,Ecosystem creation,2023-03-28
7996,Tech Biz Meeting,2023-03-28
7997,Win win cooperation,2023-03-28
7998,Innovation case,2023-03-28
7999,강소특구,2023-03-28
8000,공공기술,2023-03-28
8001,연구소기업,2023-03-28
8002,기술이전,2023-03-28
8003,ICT융복합 부품소재,2023-03-28
8004,INNOTOWN,2023-03-28
8005,Public Technology,2023-03-28
8006,Innonopolis SpinOff Company,2023-03-28
8007,Technology transfer,2023-03-28
8008,Materials,2023-03-28
8009,경기안산 강소특구 이노폴리스캠퍼스 사업,2023-03-28
8010,InnopolisCampus Project,2023-03-28
8011,경북 포항,2023-03-28
8012,강소연구개발특구,2023-03-28
8013,지역 특성화 육성,2023-03-28
8014,첨단신소재,2023-03-28
8015,Gyungpook Pohang,2023-03-28
8016,Innotown,2023-03-28
8017,Specialized Growth Support Project,2023-03-28
8018,Advanced Material,2023-03-28
8019,강소연구개발특구,2023-03-28
8020,경북 포항,2023-03-28
8021,첨단신소재,2023-03-28
8022,혁신네트워크육성,2023-03-28
8023,innotown,2023-03-28
8024,Gyungpook Pohang,2023-03-28
8025,Advanced material,2023-03-28
8026,innovative Network Operation Project,2023-03-28
8027,기술사업연구회,2023-03-28
8028,맞춤형 지원,2023-03-28
8029,상생협력,2023-03-28
8030,수요기반,2023-03-28
8031,혁신기술,2023-03-28
8032,Innovation Technology,2023-03-28
8033,Innovation Technology,2023-03-28
8034,Innovation Technology,2023-03-28
8035,Win win cooperation,2023-03-28
8036,Demand based,2023-03-28
8037,지역특화산업 환경분석,2023-03-23
8038,지역특성화 기업지원,2023-03-23
8039,글로벌진출,2023-03-23
8040,지역기업 네트워크,2023-03-23
8041,지역혁신 성과확산,2023-03-23
8042,Locally specialized industry environmental analysis,2023-03-23
8043,Regional specialization Corporate support,2023-03-23
8044,Global advancement,2023-03-23
8045,local business network,2023-03-23
8046,regional innovation performance spread,2023-03-23
8047,강소연구개발 특구,2023-03-23
8048,혁신네트워크,2023-03-23
8049,협력체계,2023-03-23
8050,기업성장,2023-03-23
8051,임상시험지원,2023-03-23
8052,INNOPOLIS INNOTOWN,2023-03-23
8053,Innovative network,2023-03-23
8054,Coworking,2023-03-23
8055,Enterprise Growth,2023-03-23
8056,Clinical trial support,2023-03-23
8057,혁신 네트워크,2023-03-23
8058,기술사업화/투자 네트워크,2023-03-23
8059,혁신과제 신규기획,2023-03-23
8060,글로벌 진출,2023-03-23
8061,온라인 플랫폼,2023-03-23
8062,Innovation Network,2023-03-23
8063,Technology commercialization Investment Network,2023-03-23
8064,New Planning for Innovation Projects,2023-03-23
8065,Global Expansion,2023-03-23
8066,Online Platform,2023-03-23
8067,기술창업,2023-03-23
8068,창업아카데미,2023-03-23
8069,오디션,2023-03-23
8070,워킹그룹,2023-03-23
8071,기술사업화,2023-03-23
8072,Tech Startup,2023-03-23
8073,Startup Academy,2023-03-23
8074,Audition,2023-03-23
8075,Working group,2023-03-23
8076,Technological Commercialization,2023-03-23
8077,창업교육,2023-03-23
8078,기술창업,2023-03-23
8079,멘토링,2023-03-23
8080,투자지원,2023-03-23
8081,역량강화,2023-03-23
8082,Startup education,2023-03-23
8083,Tech startup,2023-03-23
8084,Mentoring,2023-03-23
8085,Investment Support,2023-03-23
8086,Value up,2023-03-23
8087,강소연구개발특구,2023-03-23
8088,연구소기업,2023-03-23
8089,양방향,2023-03-23
8090,기술발굴,2023-03-23
8091,수요발굴,2023-03-23
8092,INNOPOLIS INNOTOWN,2023-03-23
8093,INNOPOLIS Research Institute Spin off Company,2023-03-23
8094,Bidirectional,2023-03-23
8095,Technology discovery,2023-03-23
8096,Demand discovery,2023-03-23
8097,기획,2023-02-21
8098,조사분석,2023-02-21
8099,성과확산,2023-02-21
8100,네트워크,2023-02-21
8101,RND,2023-02-21
8102,RND Planning,2023-02-21
8103,Analysis,2023-02-21
8104,Network,2023-02-21
8105,Promoting,2023-02-21
8106,연구개발,2023-02-21
8107,지역 RnD,2023-02-20
8108,RnD 기반 혁신 시스템,2023-02-20
8109,지역 RnD 효율성 제고,2023-02-20
8110,지역 RnD 조사 분석,2023-02-20
8111,RnD Organization,2023-02-20
8112,regional RnD,2023-02-20
8113,RnD based innovation ecosystem,2023-02-20
8114,Increase the efficiency of regional RnD,2023-02-20
8115,Regional RnD survey analysis,2023-02-20
8116,연구개발지원단,2023-02-20
8117,무인자율주행,2023-02-20
8118,안전 모니터링,2023-02-20
8119,물류장비 원격제어,2023-02-20
8120,화물위치 추적관리,2023-02-20
8121,물류 플랫폼,2023-02-20
8122,Unmanned Autonomous Driving,2023-02-20
8123,Safety Monitoring,2023-02-20
8124,Remote Control Logistics Equipment,2023-02-20
8125,Cargo Location Tracking Management,2023-02-20
8126,Logistics Platform,2023-02-20
8127,유연인쇄전자,2023-02-17
8128,스마트윈도우,2023-02-17
8129,투명디스플레이,2023-02-17
8130,체외 진단기기,2023-02-17
8131,박막형 센서,2023-02-17
8132,Flexible printed electronics,2023-02-17
8133,Smart Window,2023-02-17
8134,Transparent Display,2023-02-17
8135,Real time PCR,2023-02-17
8136,Thin film sensor,2023-02-17
8137,연구개발,2023-02-17
8138,연구개발기획,2023-02-17
8139,연구개발 조사분석,2023-02-17
8140,연구개발 네트워크,2023-02-17
8141,연구개발 성과확산,2023-02-17
8142,Research and Development,2023-02-17
8143,Research and Development Planning,2023-02-17
8144,Research and Development Planning Investigation and Analysis,2023-02-17
8145,Research and Development Network,2023-02-17
8146,Diffusion of Research and Development performeance,2023-02-17
8147,경도인지장애,2022-12-27
8148,노인,2022-12-27
8149,인지기능훈련,2022-12-27
8150,상황인지,2022-12-27
8151,동작인식 평가,2022-12-27
8152,DB 구축,2022-12-27
8153,mild cognitive impairment,2022-12-27
8154,Elderly,2022-12-27
8155,Cognitive skills training,2022-12-27
8156,situational awareness,2022-12-27
8157,Motion recognition evaluation,2022-12-27
8158,DB cultivation,2022-12-27
8159,미생물,2022-12-27
8160,바이러스,2022-12-27
8161,공기질,2022-12-27
8162,나노구조체,2022-12-27
8163,포집,2022-12-27
8164,에어로졸,2022-12-27
8165,microorganism,2022-12-27
8166,virus,2022-12-27
8167,air quality,2022-12-27
8168,nanostructure,2022-12-27
8169,collection,2022-12-27
8170,aerosol,2022-12-27
8171,아르키메데스 풍력터빈,2022-12-26
8172,스마트 가로등,2022-12-26
8173,스마트 폴,2022-12-26
8174,도심지 공원 적용,2022-12-26
8175,실증특례,2022-12-26
8176,Archimedes small wind turbine,2022-12-26
8177,smart street lights,2022-12-26
8178,smart poles,2022-12-26
8179,urban park application,2022-12-26
8180,demonstration exception,2022-12-26
8181,방사성의약품,2022-12-23
8182,전립선암,2022-12-23
8183,갈륨68,2022-12-23
8184,자동합성장치,2022-12-23
8185,제너레이터,2022-12-23
8186,이동식제조소,2022-12-23
8187,radiopharmaceutical,2022-12-23
8188,prostate cancer,2022-12-23
8189,Gallium68,2022-12-23
8190,automated synthesis module,2022-12-23
8191,generator,2022-12-23
8192,mobile manufactory,2022-12-23
8193,비배기관,2022-12-23
8194,미세먼지,2022-12-23
8195,세라믹필터,2022-12-23
8196,브레이크시스템,2022-12-23
8197,필터 모듈,2022-12-23
8198,포집효율,2022-12-23
8199,내열성,2022-12-23
8200,진동내구성,2022-12-23
8201,Non exhaust system,2022-12-23
8202,Particulate Matter,2022-12-23
8203,Ceramic filter,2022-12-23
8204,Brake system,2022-12-23
8205,Filter module,2022-12-23
8206,Collection efficiency,2022-12-23
8207,Heat resistance,2022-12-23
8208,Vibration resistance,2022-12-23
8209,첨가물질,2022-12-23
8210,마이크로웨이브 반탄화,2022-12-23
8211,성능검증,2022-12-23
8212,신재생에너지,2022-12-23
8213,바이오매스,2022-12-23
8214,Wood Pellet,2022-12-23
8215,Additives,2022-12-23
8216,Microwave Torrefaction,2022-12-23
8217,Quality of Verification,2022-12-23
8218,Renewable Energy,2022-12-23
8219,Biomass,2022-12-23
8220,우드펠릿,2022-12-23
8221,방사선,2022-12-22
8222,백신,2022-12-22
8223,살모넬라,2022-12-22
8224,임상,2022-12-22
8225,약독화백신,2022-12-22
8226,돌연변이,2022-12-22
8227,Radiation,2022-12-22
8228,Vaccine,2022-12-22
8229,Salmonella,2022-12-22
8230,Clinical trial,2022-12-22
8231,Attenuation vaccine,2022-12-22
8232,Mutation,2022-12-22
8233,인공지능,2022-12-22
8234,엣지 컴퓨팅,2022-12-22
8235,음원인식,2022-12-22
8236,음원감지,2022-12-22
8237,비상벨,2022-12-22
8238,Artificial intelligence,2022-12-22
8239,Edge computing,2022-12-22
8240,Sound source recognition,2022-12-22
8241,Sound source detection,2022-12-22
8242,Emergency bell,2022-12-22
8243,담배과식물,2022-12-22
8244,외래유전자도입,2022-12-22
8245,재조합단백질발현식물,2022-12-22
